error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_tree_borrows
204,pqcrypto-dilithium,0.4.6,dilithium3::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
204,pqcrypto-dilithium,0.4.6,dilithium5::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
204,pqcrypto-dilithium,0.4.6,ffi::test_dilithium2_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
204,pqcrypto-dilithium,0.4.6,ffi::test_dilithium3_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
205,pqcrypto-falcon-wasi,0.2.14,falcon1024::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
205,pqcrypto-falcon-wasi,0.2.14,ffi::test_falcon1024_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
207,pqcrypto-mqdss,0.3.0,ffi::test_mqdss48_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
206,pqcrypto-mqdss,0.3.0,ffi::test_mqdss64_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
207,pqcrypto-mqdss,0.3.0,mqdss48::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
207,pqcrypto-mqdss,0.3.0,mqdss48::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
206,pqcrypto-mqdss,0.3.0,mqdss64::test::test_sign,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
207,pqcrypto-mqdss,0.3.0,mqdss64::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
208,pqcrypto-newhope,0.1.2,ffi::test_newhope1024cca_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
209,pqcrypto-newhope,0.1.2,ffi::test_newhope1024cpa_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
210,pqcrypto-newhope,0.1.2,ffi::test_newhope512cca_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
211,pqcrypto-newhope,0.1.2,ffi::test_newhope512cpa_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
208,pqcrypto-newhope,0.1.2,newhope1024cca::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
209,pqcrypto-newhope,0.1.2,newhope1024cpa::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
210,pqcrypto-newhope,0.1.2,newhope512cca::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
211,pqcrypto-newhope,0.1.2,newhope512cpa::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
214,pqcrypto-qtesla,0.1.1,ffi::test_qteslapi_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
213,pqcrypto-qtesla,0.1.1,ffi::test_qteslapiii_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
214,pqcrypto-qtesla,0.1.1,qteslapi::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
212,pqcrypto-qtesla,0.1.1,qteslapi::test::test_sign_detached,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
214,pqcrypto-qtesla,0.1.1,qteslapiii::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
213,pqcrypto-qtesla,0.1.1,qteslapiii::test::test_sign_detached,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincsharaka128frobust_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincsharaka128ssimple_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincsharaka192srobust_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincssha256128frobust_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincssha256128ssimple_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincssha256192fsimple_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincssha256192srobust_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincssha256256fsimple_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincssha256256ssimple_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincsshake256128srobust_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincsshake256128ssimple_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincsshake256256fsimple_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsharaka128frobust::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsharaka128fsimple::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsharaka128ssimple::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsharaka192srobust::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsharaka192ssimple::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsharaka256srobust::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsharaka256ssimple::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincssha256128frobust::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincssha256128ssimple::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincssha256192frobust::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincssha256192fsimple::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincssha256256frobust::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincssha256256ssimple::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsshake256128frobust::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsshake256128srobust::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsshake256128ssimple::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsshake256192frobust::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsshake256192fsimple::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsshake256192srobust::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsshake256256frobust::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsshake256256srobust::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
215,pqcrypto-sphincsplus,0.6.4,sphincsshake256256srobust::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
217,pqcrypto-threebears,0.2.0,babybear::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
216,pqcrypto-threebears,0.2.0,babybearephem::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
217,pqcrypto-threebears,0.2.0,ffi::test_babybear_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
216,pqcrypto-threebears,0.2.0,ffi::test_babybearephem_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
219,pqcrypto-threebears,0.2.0,ffi::test_mamabear_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
218,pqcrypto-threebears,0.2.0,ffi::test_mamabearephem_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
221,pqcrypto-threebears,0.2.0,ffi::test_papabear_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
220,pqcrypto-threebears,0.2.0,ffi::test_papabearephem_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
219,pqcrypto-threebears,0.2.0,mamabear::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
218,pqcrypto-threebears,0.2.0,mamabearephem::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
221,pqcrypto-threebears,0.2.0,papabear::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
220,pqcrypto-threebears,0.2.0,papabearephem::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE
222,quickjs_regex,0.2.3,test_regex,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 10, so pointer to 1 byte starting at offset 10 is out-of-bounds",FALSE
223,rabbitizer,1.7.9,tests::test_get_operand_type,Undefined Behavior,"accessing memory with alignment 1, but alignment 4 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 4 is required",FALSE
223,rabbitizer,1.7.9,tests::test_operands_slice,Undefined Behavior,"accessing memory with alignment 1, but alignment 4 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 4 is required",FALSE
224,rgb2ansi256,0.1.1,tests::validate_with_ansi_colours,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
225,rs-secp256k1,0.5.7,ecdh::tests::ecdh,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
225,rs-secp256k1,0.5.7,tests::signature_lax_der,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
226,rsbx,2.0.0,multihash_tests::test_vectors::blake2b_512_test_vectors,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
226,rsbx,2.0.0,multihash_tests::test_vectors::multihash_blake2b_512_bytes,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
236,rsofa,0.4.5,tests::test_a2af,Undefined Behavior,"attempting a write access using <110267> at alloc28639[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",TRUE
237,rsofa,0.4.5,tests::test_a2tf,Undefined Behavior,"attempting a write access using <110267> at alloc28639[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",TRUE
233,rsofa,0.4.5,tests::test_ab,Undefined Behavior,"attempting a read access using <110937> at alloc28855[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",TRUE
230,rsofa,0.4.5,tests::test_apcg,Undefined Behavior,"attempting a read access using <110277> at alloc28641[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE
231,rsofa,0.4.5,tests::test_apci,Undefined Behavior,"attempting a read access using <110277> at alloc28641[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE
232,rsofa,0.4.5,tests::test_apco,Undefined Behavior,"attempting a read access using <110277> at alloc28641[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE
235,rsofa,0.4.5,tests::test_pv,Undefined Behavior,"attempting a write access using <110937> at alloc28857[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE
239,rsofa,0.4.5,tests::test_tpxev,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 8 bytes starting at offset 8 is out-of-bounds",FALSE
227,rsofa,0.4.5,tests::test_tr,Undefined Behavior,"attempting a read access using <110940> at alloc28858[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE
228,rsofa,0.4.5,tests::test_trxp,Undefined Behavior,"attempting a read access using <110269> at alloc28642[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE
229,rsofa,0.4.5,tests::test_trxpv,Undefined Behavior,"attempting a read access using <110877> at alloc28819[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE
238,rsofa,0.4.5,tests::test_zp,Undefined Behavior,"attempting a write access using <110775> at alloc28805[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",TRUE
234,rsofa,0.4.5,tests::test_zr,Undefined Behavior,"attempting a write access using <110778> at alloc28808[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE
240,rsworld-sys,0.1.0,tests::test_code_aperiodicity,LLI interoperation error,Unsupported LLVM Type,"LLI interoperation error: Unsupported LLVM Type: { i64, i1 }",FALSE
241,rsworld-sys,0.1.0,tests::test_decode_aperiodicity,LLI interoperation error,Unsupported LLVM Type,"LLI interoperation error: Unsupported LLVM Type: { i64, i1 }",FALSE
242,rtreec,0.1.0,tests::rtreec_new,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
246,rustsat-kissat,0.1.1,sat_small_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f57e3066868[noalloc] is a dangling pointer (it has no provenance),FALSE
245,rustsat-kissat,0.1.1,sat_small_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f475e05d868[noalloc] is a dangling pointer (it has no provenance),FALSE
251,rustsat-kissat,0.1.1,small_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f832e437868[noalloc] is a dangling pointer (it has no provenance),FALSE
252,rustsat-kissat,0.1.1,small_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f9d59e25868[noalloc] is a dangling pointer (it has no provenance),FALSE
248,rustsat-kissat,0.1.1,test::build_destroy,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f7f321dc868[noalloc] is a dangling pointer (it has no provenance),FALSE
244,rustsat-kissat,0.1.1,test::build_two,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f1c1aaa8868[noalloc] is a dangling pointer (it has no provenance),FALSE
247,rustsat-kissat,0.1.1,test::configure,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f5f8e6a0868[noalloc] is a dangling pointer (it has no provenance),FALSE
250,rustsat-kissat,0.1.1,test::limit,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f80b7cde868[noalloc] is a dangling pointer (it has no provenance),FALSE
249,rustsat-kissat,0.1.1,test::options,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f806f785868[noalloc] is a dangling pointer (it has no provenance),FALSE
253,rustsat-kissat,0.1.1,test::tiny_instance_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fa5501c4868[noalloc] is a dangling pointer (it has no provenance),FALSE
256,rustsat-kissat,0.1.1,test::tiny_instance_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fcc7352f868[noalloc] is a dangling pointer (it has no provenance),FALSE
254,rustsat-kissat,0.1.1,unsat_small_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fc1d195d868[noalloc] is a dangling pointer (it has no provenance),FALSE
255,rustsat-kissat,0.1.1,unsat_small_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fc695f72868[noalloc] is a dangling pointer (it has no provenance),FALSE
257,ruwren,0.4.4,tests::foreign_instance,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 16 bytes starting at offset 0 is out-of-bounds",FALSE
257,ruwren,0.4.4,tests::init_vm,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 16 bytes starting at offset 0 is out-of-bounds",FALSE
257,ruwren,0.4.4,tests::test_external_module,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 16 bytes starting at offset 0 is out-of-bounds",FALSE
257,ruwren,0.4.4,tests::test_script_module,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 16 bytes starting at offset 0 is out-of-bounds",FALSE
257,ruwren,0.4.4,tests::test_small_wren_program,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 16 bytes starting at offset 0 is out-of-bounds",FALSE
257,ruwren,0.4.4,tests::test_small_wren_program_call,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 16 bytes starting at offset 0 is out-of-bounds",FALSE
258,s-secp256k1,0.5.7,ecdh::tests::ecdh,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
258,s-secp256k1,0.5.7,tests::signature_lax_der,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
259,sapio-secp256k1,0.22.4,key::test::create_pubkey_combine,LLI interoperation error,Rust type mismatch,LLI interoperation error: Rust type mismatch: cannot convert a Rust value of type i32 to an LLVM value of type i64.,FALSE
260,satisfactory-save-file,0.2.0,tests::parse,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
262,saxx,0.1.2,tests::esa_from_slice,Undefined Behavior,out-of-bounds pointer use,Undefined Behavior: out-of-bounds pointer use: 0x74[noalloc] is a dangling pointer (it has no provenance),FALSE
261,saxx,0.1.2,tests::esaxx_compact,Undefined Behavior,out-of-bounds pointer use,Undefined Behavior: out-of-bounds pointer use: 0x64[noalloc] is a dangling pointer (it has no provenance),FALSE
263,seed-utils,0.1.0,tests::derive_xpubs_from_seed_derives_xpubs,Undefined Behavior,"attempting a read access using <40337796> at alloc14836601[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",FALSE
264,sgp4-rs,0.4.0,sgp4_sys::tests::test_errors,Undefined Behavior,"attempting a write access using <101908> at alloc26139[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE
264,sgp4-rs,0.4.0,sgp4_sys::tests::test_simple_propagation,Undefined Behavior,"attempting a write access using <101911> at alloc26130[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE
264,sgp4-rs,0.4.0,tests::mean_motion_round_trip,Undefined Behavior,"attempting a write access using <102459> at alloc26293[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE
264,sgp4-rs,0.4.0,tests::test_decay_error,Undefined Behavior,"attempting a write access using <102466> at alloc26289[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE
264,sgp4-rs,0.4.0,tests::test_negative_time_propagation,Undefined Behavior,"attempting a write access using <102401> at alloc26259[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE
264,sgp4-rs,0.4.0,tests::test_simple_propagation,Undefined Behavior,"attempting a write access using <102463> at alloc26294[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE
264,sgp4-rs,0.4.0,tests::test_tle_from_lines,Undefined Behavior,"attempting a write access using <105666> at alloc27158[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE
264,sgp4-rs,0.4.0,tests::test_tle_from_lines_with_header,Undefined Behavior,"attempting a write access using <107780> at alloc27710[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE
264,sgp4-rs,0.4.0,tests::test_tle_from_lines_with_surrounding_whitespace,Undefined Behavior,"attempting a write access using <108493> at alloc27913[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE
265,smalloca,0.1.0,tests::panic_test,Undefined Behavior,unwinding past the topmost frame of the stack,Undefined Behavior: unwinding past the topmost frame of the stack,FALSE
266,smile,0.1.1,base64::test::decode,Undefined Behavior,"attempting a read access using <98611> at alloc25553[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE
267,smile,0.1.1,base64::test::encode,Undefined Behavior,"attempting a read access using <98608> at alloc25553[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE
270,snarkvm-parameters,0.14.6,testnet3::test_powers_of_beta_26_usrs,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
270,snarkvm-parameters,0.14.6,testnet3::test_shifted_powers_of_beta_26_usrs,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
271,spdkit,0.1.0,fingerprint::test_molecule_fingerprint,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f1626736868[noalloc] is a dangling pointer (it has no provenance),FALSE
272,spdkit,0.1.0,fingerprint::test_reorder_by_connect,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f2d9c91f868[noalloc] is a dangling pointer (it has no provenance),FALSE
274,spdkit-nauty,0.1.1,nauty::test_nauty_labels,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f6b566c7868[noalloc] is a dangling pointer (it has no provenance),FALSE
273,spdkit-nauty,0.1.1,test_nauty,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f474ce59868[noalloc] is a dangling pointer (it has no provenance),FALSE
275,special-fun,0.2.0,cephes_double::shichi,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE
276,special-fun,0.2.0,cephes_double::sici,LLI interoperation error,LLVM field width mismatch,"LLI interoperation error: LLVM field width mismatch: cannot convert an LLVM field of width 4 to a Rust field of type f64, which has width 8",FALSE
277,speex-safe,0.6.0,bits::test::creates_and_drops,Undefined Behavior,constructing invalid value at .value.reserved1,"Undefined Behavior: constructing invalid value at .value.reserved1: encountered uninitialized memory, but expected an integer",FALSE
277,speex-safe,0.6.0,bits::test::encodes_value,Undefined Behavior,constructing invalid value at .value.reserved1,"Undefined Behavior: constructing invalid value at .value.reserved1: encountered uninitialized memory, but expected an integer",FALSE
277,speex-safe,0.6.0,bits::test::write_arbitrary_bytes,Undefined Behavior,constructing invalid value at .value.reserved1,"Undefined Behavior: constructing invalid value at .value.reserved1: encountered uninitialized memory, but expected an integer",FALSE
